月份,职位数量
2022-12,407
2023-01,557
2023-02,655
2023-03,863
2023-04,1504
2023-05,934
2023-06,772
2023-07,504
2023-08,687
2023-09,722
2023-10,826
2023-11,788
2023-12,781
