月份,职位数量
2022-09,352
2022-10,1064
2022-11,1240
2022-12,667
2023-01,736
2023-02,1066
2023-03,947
2023-04,1149
2023-05,1136
2023-06,859
2023-07,409
2023-08,49
2023-09,80
2023-10,83
2023-11,78
2023-12,85
